SourceFile,FileName,GPSLatitude,GPSLongitude,GPSAltitude,GPSDateTime
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/DF3D156336C1425FB40ABFB3DC388FF9.jpg,DF3D156336C1425FB40ABFB3DC388FF9.jpg,"34 deg 15' 36.16"" N","93 deg 11' 24.17"" W",135 m Above Sea Level,2014:08:31 19:09:50Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/DF7BD37B1D424DF3AFEE7D8FFA0B21D8.jpg,DF7BD37B1D424DF3AFEE7D8FFA0B21D8.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/DFA6D198469043019B2F6F5B5C12E204.jpg,DFA6D198469043019B2F6F5B5C12E204.jpg,"40 deg 14' 14.52"" N","111 deg 40' 33.99"" W",1386.1 m Above Sea Level,2014:06:15 17:54:32Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/E0B03807840747F49A3FFB0C195B3116.jpg,E0B03807840747F49A3FFB0C195B3116.jpg,"32 deg 51' 10.25"" N","96 deg 45' 38.23"" W",179.7 m Above Sea Level,2014:06:30 02:12:01Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/E3757AD7DBCF4913A078344FFFCFA80A.jpg,E3757AD7DBCF4913A078344FFFCFA80A.jpg,"30 deg 14' 58.67"" N","97 deg 45' 0.08"" W",159.1 m Above Sea Level,2014:01:25 18:35:40Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/E41103A50B374F09A9E10281F7867128.jpg,E41103A50B374F09A9E10281F7867128.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/E4383B8CA221493ABA90DFA66E8744A1.jpg,E4383B8CA221493ABA90DFA66E8744A1.jpg,"40 deg 14' 43.20"" N","111 deg 39' 6.60"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/E49F7AEF64E14EC6848B809FB049406A.jpg,E49F7AEF64E14EC6848B809FB049406A.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/E57E6D072191491188CD631B6B3FDFB2.jpg,E57E6D072191491188CD631B6B3FDFB2.jpg,"39 deg 0' 54.40"" N","77 deg 3' 56.40"" W",91.4 m Above Sea Level,2014:05:10 16:38:05Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/E60C5C09C6AE4912A51B90E6E9F4D796.jpg,E60C5C09C6AE4912A51B90E6E9F4D796.jpg,"45 deg 34' 36.05"" N","122 deg 6' 58.44"" W",64.2 m Above Sea Level,2014:07:05 22:58:45Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/E6527F12A21043F2A9044F698D68E080.jpg,E6527F12A21043F2A9044F698D68E080.jpg,"32 deg 47' 21.68"" N","96 deg 47' 3.18"" W",145.4 m Above Sea Level,2013:09:19 17:24:16Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/E6A1D8A6B4F147D28F98C03E903A04C5.jpg,E6A1D8A6B4F147D28F98C03E903A04C5.jpg,"40 deg 8' 23.71"" N","111 deg 35' 31.46"" W",1453.6 m Above Sea Level,2014:06:14 22:10:53Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/E757CD7D6C4D45FFB061E1FA483A9235.jpg,E757CD7D6C4D45FFB061E1FA483A9235.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/E7ED554E4160433697DEEEEF73DA5138.jpg,E7ED554E4160433697DEEEEF73DA5138.jpg,"32 deg 47' 11.45"" N","96 deg 47' 39.08"" W",143.7 m Above Sea Level,2014:06:06 11:53:01Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/EB9060331D844644A5B825A2C0835E2E.jpg,EB9060331D844644A5B825A2C0835E2E.jpg,"32 deg 51' 7.30"" N","96 deg 45' 37.68"" W",182.5 m Above Sea Level,2014:03:23 23:21:18Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/EBB6D9E810A740B1B7E2924A831C0039.jpg,EBB6D9E810A740B1B7E2924A831C0039.jpg,"32 deg 50' 55.06"" N","96 deg 46' 18.14"" W",179.6 m Above Sea Level,2013:10:09 12:42:17Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/ED177417CDCE4E0384D4A08EC8389A36.jpg,ED177417CDCE4E0384D4A08EC8389A36.jpg,"32 deg 59' 54.09"" N","97 deg 5' 46.01"" W",163.4 m Above Sea Level,2014:05:03 12:21:13Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/ED68C62125F945D29FC80D5E39508488.jpg,ED68C62125F945D29FC80D5E39508488.jpg,"40 deg 8' 23.28"" N","111 deg 35' 31.59"" W",1446.8 m Above Sea Level,2014:06:14 13:48:10Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/ED8D4695F6824E44A92202D2A0904AB9.jpg,ED8D4695F6824E44A92202D2A0904AB9.jpg,"32 deg 49' 54.17"" N","96 deg 46' 39.18"" W",143 m Above Sea Level,2013:11:18 00:36:05Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/EDB9825D552E4996ABC88127B582F4CD.jpg,EDB9825D552E4996ABC88127B582F4CD.jpg,"40 deg 8' 22.80"" N","111 deg 35' 31.20"" W",1446.5 m Above Sea Level,2012:11:07 18:01:15Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/EE2AF05573F04EC29314D1E4E811B992.jpg,EE2AF05573F04EC29314D1E4E811B992.jpg,"32 deg 51' 7.38"" N","96 deg 45' 37.60"" W",182.7 m Above Sea Level,2014:05:11 22:05:15Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/EE5789CDA72A4FE09900AE9D3E4A0B6C.jpg,EE5789CDA72A4FE09900AE9D3E4A0B6C.jpg,"34 deg 14' 44.47"" N","93 deg 9' 11.32"" W",125.4 m Above Sea Level,2014:09:01 17:12:07Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/EE96163A83F744EC8B285A5B1E6E778D.jpg,EE96163A83F744EC8B285A5B1E6E778D.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/EF55EA9935424252A6EB544F626E8EE7.jpg,EF55EA9935424252A6EB544F626E8EE7.jpg,"32 deg 51' 10.18"" N","96 deg 45' 38.75"" W",180.2 m Above Sea Level,2014:08:03 02:10:17Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/EF5862E449C542E484DE7DCC6C327B85.jpg,EF5862E449C542E484DE7DCC6C327B85.jpg,"32 deg 51' 7.45"" N","96 deg 45' 37.93"" W",182 m Above Sea Level,2013:12:22 18:49:43Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/EF81A1036A724D608647F25031094ABA.jpg,EF81A1036A724D608647F25031094ABA.jpg,"40 deg 23' 58.80"" N","111 deg 35' 59.40"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F03C62B9FCA549FB878A7FEB86684213.jpg,F03C62B9FCA549FB878A7FEB86684213.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F04971309B35411FA486B42641E6D201.jpg,F04971309B35411FA486B42641E6D201.jpg,"33 deg 1' 10.13"" N","97 deg 3' 18.14"" W",183.5 m Above Sea Level,2014:04:20 16:23:40Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F0B2CA76914F4771802315EC571BF998.jpg,F0B2CA76914F4771802315EC571BF998.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F1296A233B304F13870AED565D66E106.jpg,F1296A233B304F13870AED565D66E106.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F1F2298BAB544DD6B39F0511E21F53BC.jpg,F1F2298BAB544DD6B39F0511E21F53BC.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F1F81168A1C944AE93D07E71A76B5EE5.jpg,F1F81168A1C944AE93D07E71A76B5EE5.jpg,"32 deg 51' 26.09"" N","96 deg 45' 37.85"" W",167.7 m Above Sea Level,2014:01:01 20:55:35Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F1FD92890A9E4BBB9CF49D0ABD36E49E.jpg,F1FD92890A9E4BBB9CF49D0ABD36E49E.jpg,"40 deg 15' 1.80"" N","111 deg 39' 8.40"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F2FF38414461472593F49FE0BAFD98EE.jpg,F2FF38414461472593F49FE0BAFD98EE.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F325B4A63E3A441F9D256585464F3375.jpg,F325B4A63E3A441F9D256585464F3375.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F36F003C7F1B4E68BC58E718D8111BF1.jpg,F36F003C7F1B4E68BC58E718D8111BF1.jpg,"32 deg 47' 21.71"" N","96 deg 47' 2.58"" W",146 m Above Sea Level,2013:07:25 18:10:52Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F39EEEEA16E044CC97A2FEC65CC96922.jpg,F39EEEEA16E044CC97A2FEC65CC96922.jpg,"33 deg 1' 9.83"" N","97 deg 3' 18.80"" W",179.9 m Above Sea Level,2013:12:02 00:57:34Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F4606D71F3404049B8B772787686944A.jpg,F4606D71F3404049B8B772787686944A.jpg,"33 deg 1' 10.56"" N","97 deg 3' 18.39"" W",184.3 m Above Sea Level,2013:10:18 01:49:33Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F5AD4DCC43374487A5388564B18E9BB8.jpg,F5AD4DCC43374487A5388564B18E9BB8.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F5ED7E214B4E43A582CF5487960B9A6E.jpg,F5ED7E214B4E43A582CF5487960B9A6E.jpg,"34 deg 14' 44.37"" N","93 deg 8' 42.51"" W",127 m Above Sea Level,2014:09:01 17:26:38Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F6397C2B4985418E98302070E23A30F9.jpg,F6397C2B4985418E98302070E23A30F9.jpg,"32 deg 51' 7.18"" N","96 deg 45' 37.82"" W",172.9 m Above Sea Level,2013:12:12 03:28:52Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F673DFFBAC2F4CCFB6CFC3A71570EAD7.jpg,F673DFFBAC2F4CCFB6CFC3A71570EAD7.jpg,"38 deg 9' 1.80"" N","109 deg 46' 54.00"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F6B26DBDAEB24A17B697D567B13FB476.jpg,F6B26DBDAEB24A17B697D567B13FB476.jpg,"40 deg 15' 14.40"" N","111 deg 38' 58.20"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F76F88E4C7D044B2945FC3EDFF136278.jpg,F76F88E4C7D044B2945FC3EDFF136278.jpg,"32 deg 48' 29.84"" N","96 deg 46' 32.67"" W",177.8 m Above Sea Level,2013:09:24 01:12:47Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F77CAE5630304BD0B678C4C726D1F7E7.jpg,F77CAE5630304BD0B678C4C726D1F7E7.jpg,"32 deg 40' 42.34"" N","116 deg 57' 50.66"" W",1238.6 m Above Sea Level,2014:05:23 16:27:03Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F7CCBDC5A7264FACAFBAEA14AE00B5CF.jpg,F7CCBDC5A7264FACAFBAEA14AE00B5CF.jpg,"32 deg 51' 7.36"" N","96 deg 45' 37.82"" W",182.1 m Above Sea Level,2013:07:29 21:32:51Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F7E40B53B220496893D3B6E9E74034B6.jpg,F7E40B53B220496893D3B6E9E74034B6.jpg,"32 deg 50' 55.02"" N","96 deg 46' 18.36"" W",186.6 m Above Sea Level,2013:12:10 14:02:15Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F88C8218E62A4FF480A72C178FFEF367.jpg,F88C8218E62A4FF480A72C178FFEF367.jpg,"40 deg 8' 23.22"" N","111 deg 35' 31.54"" W",1439 m Above Sea Level,2014:06:14 13:46:57Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F8EF3A6D9C914A2092614FC7E699D04B.jpg,F8EF3A6D9C914A2092614FC7E699D04B.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F906D04ECCF5429F8F7E805001E3FA49.jpg,F906D04ECCF5429F8F7E805001E3FA49.jpg,"32 deg 51' 7.26"" N","96 deg 45' 37.88"" W",182.6 m Above Sea Level,2013:12:21 19:01:38Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/F9412DC3FD1043C0898B9BD624DC9ADB.jpg,F9412DC3FD1043C0898B9BD624DC9ADB.jpg,"32 deg 51' 10.62"" N","96 deg 45' 38.64"" W",179.4 m Above Sea Level,2014:06:29 18:15:55Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/FAEF75E840C74F5BAB714B9E71ECA44C.jpg,FAEF75E840C74F5BAB714B9E71ECA44C.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/FB727B4F0DE24C71ADD3D00BABDC72C7.jpg,FB727B4F0DE24C71ADD3D00BABDC72C7.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/FC24105D2BF14EA087F37C5C9CF1237D.jpg,FC24105D2BF14EA087F37C5C9CF1237D.jpg,"32 deg 51' 7.58"" N","96 deg 45' 37.79"" W",179.3 m Above Sea Level,2014:05:17 17:18:58Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/FC3A173CC7024FF2AF3BCF7A44CFE81A.jpg,FC3A173CC7024FF2AF3BCF7A44CFE81A.jpg,"32 deg 51' 7.12"" N","96 deg 45' 37.55"" W",182.3 m Above Sea Level,2014:03:19 10:56:01Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/FE12E0EC845F481BA394EADC5B7EDFDE.jpg,FE12E0EC845F481BA394EADC5B7EDFDE.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/FE913928E29849E5B1B28D1BD798DF4B.jpg,FE913928E29849E5B1B28D1BD798DF4B.jpg,"45 deg 34' 37.62"" N","122 deg 7' 0.50"" W",23.3 m Above Sea Level,2014:07:05 22:52:54Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/FED2BF971AC644D98B38B06EB992FF84.jpg,FED2BF971AC644D98B38B06EB992FF84.jpg,"32 deg 45' 0.47"" N","117 deg 11' 1.05"" W",84.3 m Above Sea Level,2014:05:26 15:28:54Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/FF1E2D4A0C2F466EB3C81BB7DC087D14.jpg,FF1E2D4A0C2F466EB3C81BB7DC087D14.jpg,"32 deg 51' 6.74"" N","96 deg 45' 37.30"" W",181.4 m Above Sea Level,2014:04:12 13:39:00Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/FF8FA1CF0C2141CBAE9DC2E8EE1BC463.jpg,FF8FA1CF0C2141CBAE9DC2E8EE1BC463.jpg,"32 deg 51' 36.00"" N","96 deg 46' 10.20"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/FFA990DC04AE41B4ACB68261164B42F4.jpg,FFA990DC04AE41B4ACB68261164B42F4.jpg,"32 deg 51' 7.31"" N","96 deg 45' 37.66"" W",176.5 m Above Sea Level,2013:08:16 14:23:41Z
